adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Financial Risk Flag,Risk Category,Risk Flag
0001004980-25-000087,1004980,PG&E CORP,US,CA,OAKLAND,2025-04-23 20:19:00.0,10-Q,20250331.0,2025.0,Q1,,2013250000.0,,,,,2593250000.0,,3948000000.0,,33127000000.0,134381750000.0,,,,,3.056562622634105,,0.029378989334489243,True,High Risk,1
0001005286-25-000055,1005286,"LIFECORE BIOMEDICAL, INC. DE",US,MN,CHASKA,2025-04-03 16:23:00.0,10-Q,20250228.0,2025.0,Q3,11869500.0,13646000.0,19160000.0,,,,-7006000.0,-4402750.0,,3236500.0,3655833.3333333335,245826500.0,-1.2043081832687486,-0.017909989362416175,-0.018818629064315237,1.1496693205274022,66.24226122635058,,,True,High Risk,1
0001013237-25-000051,1013237,FACTSET RESEARCH SYSTEMS INC,US,CT,NORWALK,2025-04-03 17:54:00.0,10-Q,20250228.0,2025.0,Q2,,252845000.0,,,,42647750.0,279634500.0,217544250.0,,23575000.0,549358950.0,2074120500.0,0.39599655198117734,0.10488505851034209,,,2.7755287321704687,,,True,High Risk,1
0001013462-25-000017,1013462,ANSYS INC,US,PA,CANONSBURG,2025-04-30 16:34:00.0,10-Q,20250331.0,2025.0,Q1,24655500.0,888752500.0,166676500.0,,,5933500.0,340876000.0,43321500.0,161916000.0,38672100.0,1922160166.6666667,8016222000.0,0.02253792412893792,0.005404229074494195,0.0054209021472823886,36.04682525197218,3.170423536505499,0.2675553990958275,0.02019854240563697,True,High Risk,1
0001013857-25-000104,1013857,PEGASYSTEMS INC,US,MA,WALTHAM,2025-04-22 16:12:00.0,10-Q,20250331.0,2025.0,Q1,11437500.0,254168500.0,40709500.0,,494158500.0,555000.0,192187000.0,36649000.0,,,194077300.0,1545111500.0,0.18883712829887886,0.023719323815789346,0.023896212624064828,22.222382513661202,6.961320051340368,,,True,High Risk,1
0001013934-25-000015,1013934,"STRATEGIC EDUCATION, INC.",US,VA,HERNDON,2025-04-24 16:04:00.0,10-Q,20250331.0,2025.0,Q1,,83220500.0,,,1517633000.0,,72643000.0,29723000.0,,,660091400.0,2061974000.0,0.045028612704240654,0.0144148277330364,,,2.123770435427579,,,True,High Risk,1
0001014473-25-000021,1014473,VERISIGN INC/CA,US,VA,RESTON,2025-04-24 16:39:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,274300000.0,196700000.0,157320000.0,,-893950000.0,1427100000.0,-0.22003467755467307,0.13783196692593372,,,-2.596398008837183,1.2503178235443682,0.11023754467101114,True,High Risk,1
0001014739-25-000022,1014739,"OPTION CARE HEALTH, INC.",US,IL,BANNOCKBURN,2025-04-29 16:01:00.0,10-Q,20250331.0,2025.0,Q1,569813500.0,443191000.0,,,1233117500.0,8850000.0,-37999000.0,45766500.0,743707200.0,9200000.0,400420857.14285713,3365128000.0,0.11429599428601193,0.01360022560806008,0.01637257632370168,0.7777825551693668,7.403977814770602,0.06153833121421979,0.22100413416666467,True,High Risk,1
0001017386-25-000038,1624140,"CORETAG, INC.",US,NY,LIVERPOOL,2025-04-04 16:50:00.0,10-Q/A,20240630.0,2024.0,Q3,10503.5,,,,,,-22366.5,-16318.25,,,-34185.125,0.0,0.47734943195322527,,1.5536011805588614,,-1.0,,,True,High Risk,1
0001017386-25-000050,1532383,VANJIA CORP,US,TX,SUGAR LAND,2025-04-15 09:43:00.0,10-K,20241231.0,2024.0,FY,,,,,,,27377.5,29738.0,82720.0,,278549.3333333333,455581.0,0.1067602626943402,0.06527489074390723,,,0.6355486999310715,0.3595019342359768,0.1815703464367478,True,High Risk,1
0001017386-25-000053,867038,SPINDLETOP OIL & GAS CO,US,TX,DALLAS,2025-04-15 13:20:00.0,10-K,20241231.0,2024.0,FY,,,,,,,892333.3333333334,,5904666.666666667,,5834555.555555556,11436900.0,,,,,0.9602007198491743,,0.5162820927582358,True,High Risk,1
0001022079-25-000120,1022079,QUEST DIAGNOSTICS INC,US,NJ,SECAUCUS,2025-04-23 16:22:00.0,10-Q,20250331.0,2025.0,Q1,,1354000000.0,,,2335500000.0,34000000.0,234000000.0,207000000.0,,,6853500000.0,15975000000.0,0.030203545633617858,0.012957746478873239,,,1.3309258043335521,,,True,High Risk,1
0001023128-25-000051,1023128,LITHIA MOTORS INC,US,OR,MEDFORD,2025-04-24 16:09:00.0,10-Q,20250331.0,2025.0,Q1,345000000.0,1318100000.0,1169850000.0,,101500000.0,,307250000.0,186050000.0,,,5014550000.0,17431350000.0,0.03710203308372636,0.010673298396280265,0.010888808903013225,3.8205797101449277,2.476154390722996,,,True,High Risk,1
0001023459-25-000032,1023459,"SIMULATIONS PLUS, INC.",US,NC,RESEARCH TRIANGLE PARK,2025-04-04 07:56:00.0,10-Q,20250228.0,2025.0,Q2,904000.0,12814500.0,1721000.0,,,775000.0,5183500.0,4089250.0,,2350000.0,77385666.66666667,199033000.0,0.05284247298164604,0.020545587917581508,0.020639330940952612,14.17533185840708,1.571962077387285,,,True,High Risk,1
0001025378-25-000064,1025378,W. P. CAREY INC.,US,NY,NEW YORK,2025-04-30 16:09:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,45300000.0,654380000.0,142523500.0,266552000.0,9001000.0,8396029000.0,9070333000.0,0.016975108113609423,0.015713149671572148,,,0.080312252375498,0.5346930430084936,0.029387234184235573,True,High Risk,1
0001030894-25-000028,1030894,CELESTICA INC,CA,ON,TORONTO,2025-04-24 16:25:00.0,10-Q,20250331.0,2025.0,Q1,1336300000.0,,,,,10150000.0,119200000.0,89000000.0,,14730000.0,354582051.28205127,5911550000.0,0.25099973244050416,0.01505527315171148,0.019452488935030873,,15.671881666389467,,,True,High Risk,1
0001031203-25-000029,1031203,GROUP 1 AUTOMOTIVE INC,US,TX,HOUSTON,2025-04-25 15:08:00.0,10-Q,20250331.0,2025.0,Q1,732950000.0,,425450000.0,,358200000.0,,206300000.0,138000000.0,,,715712500.0,7382537500.0,0.1928148523324659,0.01869275977263915,0.020753167019758743,,9.314948390589796,,,True,High Risk,1
0001031296-25-000017,1031296,FIRSTENERGY CORP,US,OH,AKRON,2025-04-30 17:12:00.0,10-Q,20250331.0,2025.0,Q1,578000000.0,542142857.1428572,,,7948250000.0,,221250000.0,88125000.0,680621951.2195122,,2807636363.6363635,15092857142.857143,0.03138761170832794,0.005838854708944628,0.006071365300578717,0.9379634206623827,4.375645271707958,0.1294771639999283,0.04509563330370644,True,High Risk,1
0001035002-25-000017,1035002,VALERO ENERGY CORP/TX,US,TX,SAN ANTONIO,2025-04-24 11:55:00.0,10-Q,20250331.0,2025.0,Q1,12037000000.0,,1141500000.0,,6941500000.0,,1399000000.0,325000000.0,,,24001000000.0,23864000000.0,0.013541102454064414,0.013618840093865237,0.027479496068318256,,-0.005708095496020999,,,True,High Risk,1
0001035267-25-000109,1035267,INTUITIVE SURGICAL INC,US,CA,SUNNYVALE,2025-04-23 17:13:00.0,10-Q,20250331.0,2025.0,Q1,234800000.0,1223450000.0,,,9837500000.0,4250000.0,423500000.0,621650000.0,,45088888.88888889,16770050000.0,18981800000.0,0.03706906061699279,0.03274979190593094,0.033159972262228624,5.210604770017036,0.13188690552502824,,,True,High Risk,1
0001035443-25-000136,1035443,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",US,CA,PASADENA,2025-04-28 16:07:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,274553000.0,80803000.0,,,10930007000.0,23469369250.0,0.007392767452024504,0.003442913149444781,,,1.1472419230838553,,,True,High Risk,1
0001039684-25-000061,1039684,ONEOK INC /NEW/,US,OK,TULSA,2025-04-30 16:20:00.0,10-Q,20250331.0,2025.0,Q1,1546333333.3333333,,,,,,750000000.0,637500000.0,,,19200000000.0,25980133333.333332,0.033203125,0.024537980302898114,0.026090906858532034,,0.3531319444444444,,,True,High Risk,1
0001040971-25-000019,1040971,SL GREEN REALTY CORP,US,NY,NEW YORK,2025-04-17 16:58:00.0,10-K/A,20241231.0,2024.0,FY,,,,,,,211728666.66666666,-214001333.33333334,598770238.0952381,4519937.428571428,3868807500.0,13646445000.0,-0.05531454675202458,-0.0156818375286262,,,2.5273000789002813,-0.35740141997387503,0.043877378914086274,True,High Risk,1
0001041803-25-000021,1041803,PRICESMART INC,US,CA,SAN DIEGO,2025-04-09 16:03:00.0,10-Q,20250228.0,2025.0,Q2,491846500.0,,,,517053000.0,,127025500.0,25878964.285714287,,,374293888.8888889,683570555.5555556,0.06914076092061602,0.03785851230043368,0.13498026739902433,,0.8262936581325726,,,True,High Risk,1
0001042776-25-000074,1042776,"PIEDMONT OFFICE REALTY TRUST, INC.",US,GA,ATLANTA,2025-04-28 16:17:00.0,10-Q,20250331.0,2025.0,Q1,,,,,3723526500.0,15537500.0,13537500.0,-18933500.0,42575900.0,2050000.0,1573406000.0,4059304000.0,-0.012033448455134911,-0.0046642232264447305,,,1.579946943128474,-0.4446999358792181,0.010488472900773137,True,High Risk,1
0001043337-25-000092,1043337,STONERIDGE INC,US,MI,NOVI,2025-04-30 17:22:00.0,10-Q,20250331.0,2025.0,Q1,90257500.0,147224500.0,,,,,10003000.0,-6661000.0,,1114000.0,60941892.85714286,213152500.0,-0.10930083867946809,-0.031249926695675632,-0.054200740469506486,1.6311608453591113,2.497635042279736,,,True,High Risk,1
0001043509-25-000014,1043509,SONIC AUTOMOTIVE INC,US,NC,CHARLOTTE,2025-04-24 16:02:00.0,10-Q,20250331.0,2025.0,Q1,175750000.0,,,,887600000.0,,132950000.0,56300000.0,,,282100000.0,2841150000.0,0.19957461892945763,0.01981591961001707,0.021122533203271555,,9.071428571428571,,,True,High Risk,1
0001047127-25-000087,1047127,"AMKOR TECHNOLOGY, INC.",US,AZ,TEMPE,2025-04-29 15:45:00.0,10-Q,20250331.0,2025.0,Q1,660675500.0,1053943000.0,344534000.0,,,,93230500.0,40012500.0,,,4152977500.0,6850211666.666667,0.00963465369123719,0.005841060385725307,0.006464539332605348,1.5952506184957669,0.6494699686349533,,,True,High Risk,1
0001047340-25-000070,1047340,FRESH DEL MONTE PRODUCE INC,US,FL,CORAL GABLES,2025-04-30 16:12:00.0,10-Q,20250331.0,2025.0,Q1,,417500000.0,,,605200000.0,,32400000.0,9700000.0,210013157.89473686,1450000.0,1998250000.0,625030000.0,0.0048542474665332165,0.015519255075756364,,,-0.6872113098961591,0.04618758223168974,0.336004924395208,True,High Risk,1
0001050825-25-000069,1050825,STEELCASE INC,US,MI,GRAND RAPIDS,2025-04-18 11:23:00.0,10-K,20250228.0,2024.0,FY,219750000.0,330700000.0,,,,19133333.333333332,182200000.0,39900000.0,1060263636.3636364,11533333.333333334,412146666.6666667,1291109090.909091,0.09681019701724305,0.03090366281280365,0.037242415114192254,1.5048919226393629,2.132644748412598,0.037632149808366704,0.821203757164383,True,High Risk,1
0001053507-25-000102,1053507,AMERICAN TOWER CORP /MA/,US,MA,BOSTON,2025-04-29 16:07:00.0,10-Q,20250331.0,2025.0,Q1,220200000.0,611650000.0,1101550000.0,,,221750000.0,1289300000.0,,948362500.0,31985714.285714287,3458500000.0,23267610526.31579,,,,2.777702089009991,5.727659542089284,,0.04075891243440735,True,High Risk,1
0001056288-25-000016,1056288,"FEDERATED HERMES, INC.",US,PA,PITTSBURGH,2025-04-25 16:17:00.0,10-Q,20250331.0,2025.0,Q1,,35021833.333333336,,,,3200000.0,14165000.0,88083500.0,,,370585583.3333333,2043368500.0,0.2376873358313318,0.04310700688593369,,,4.513890965807044,,,True,High Risk,1
0001058090-25-000031,1058090,CHIPOTLE MEXICAN GRILL INC,US,CA,NEWPORT BEACH,2025-04-23 19:33:00.0,10-Q,20250331.0,2025.0,Q1,214050500.0,122778500.0,182527000.0,,2097906500.0,,563154500.0,372943000.0,1842883500.0,,1130829500.0,9124234000.0,0.32979595951467483,0.040873896921100446,0.041855815876294805,0.5735959504883194,7.068620424210724,0.2023692761913599,0.2019767905996273,True,High Risk,1
0001059556-25-000121,1059556,MOODYS CORP /DE/,US,NY,NEW YORK,2025-04-23 16:24:00.0,10-Q,20250331.0,2025.0,Q1,75500000.0,1825500000.0,,,1467000000.0,51000000.0,766000000.0,601000000.0,,55000000.0,3632500000.0,15300500000.0,0.16545079146593256,0.039279762099277804,0.039474548440065683,24.178807947019866,3.2121128699242947,,,True,High Risk,1
0001060391-25-000170,1060391,"REPUBLIC SERVICES, INC.",US,AZ,PHOENIX,2025-04-24 20:06:00.0,10-Q,20250331.0,2025.0,Q1,1249500000.0,1837500000.0,,,,14000000.0,918000000.0,474447500.0,942166666.6666666,,11534000000.0,16249923076.923077,0.04113468874631524,0.02919690744098197,0.031628941234990805,1.4705882352941178,0.40887143028637735,0.5035706704404741,0.057979761639897306,False,Low Risk,0
0001060822-25-000099,1060822,CARTERS INC,US,GA,ATLANTA,2025-04-25 12:10:00.0,10-Q,20250331.0,2025.0,Q1,212887333.33333334,,,,,,-37097500.0,26786000.0,,,338841000.0,2350161666.6666665,0.07905182666796522,0.011397513788058552,0.012532785137705766,,5.935883398604852,,,True,High Risk,1
0001061630-25-000054,1061630,"BLACKSTONE MORTGAGE TRUST, INC.",US,NY,NEW YORK,2025-04-30 06:43:00.0,10-Q,20250331.0,2025.0,Q1,,,,,5498824500.0,,97563000.0,-62097500.0,,,3734638000.0,8559939500.0,-0.01662744822925274,-0.0072544321136849155,,,1.292039951395557,,,True,High Risk,1
0001062993-25-006602,1308648,FIRST MAJESTIC SILVER CORP,CA,BC,VANCOUVER,2025-03-31 20:24:00.0,40-F,20241231.0,2024.0,FY,,,,,,,,,,,,494518062.5,,,,,,,,True,High Risk,1
0001062993-25-007274,1161814,KELSO TECHNOLOGIES INC,CA,BC,SURREY,2025-04-09 16:22:00.0,20-F,20241231.0,2024.0,FY,,,,,,,,,,,,8136808.0,,,,,,,,True,High Risk,1
0001062993-25-007396,1346022,ENERTOPIA CORP.,CA,BC,KELOWNA,2025-04-11 20:08:00.0,10-Q,20250228.0,2025.0,Q2,299349.5,7394.5,,,,,-284426.0,-284500.1666666667,,,-71489.0,135971.2,3.979635561648179,-2.0923560773654026,1.741358348487325,0.024701895276257352,-2.901987718390242,,,True,High Risk,1
0001062993-25-007398,1099369,DESTINY MEDIA TECHNOLOGIES INC,CA,BC,VANCOUVER,2025-04-14 06:22:00.0,10-Q,20250228.0,2025.0,Q2,154014.0,547734.0,290713.0,,,5385.5,90221.5,-124139.0,639217.9,,1298433.6,3463572.0,-0.09560673722553081,-0.03584132219569854,-0.03750923839376739,3.556390977443609,1.6675002864990554,-0.1942045114819219,0.18455452925476937,True,High Risk,1
0001062993-25-007539,1424404,WOLVERINE RESOURCES CORP.,CA,BC,RICHMOND,2025-04-15 17:27:00.0,10-Q,20250228.0,2025.0,Q3,,,,,,,-236271.0,-158155.2857142857,,,-31377.0,21299.0,5.040484613388332,-7.425479398764529,,,-1.6788093189278772,,,True,High Risk,1
0001062993-25-007590,1472619,LONCOR GOLD INC.,CA,ON,TORONTO,2025-04-16 16:43:00.0,20-F,20241231.0,2024.0,FY,,,,,,,,,,,,21953840.0,,,,,,,,True,High Risk,1
0001062993-25-008252,1346917,GENTOR RESOURCES INC.,CA,ON,TORONTO,2025-04-30 16:41:00.0,20-F,20241231.0,2024.0,FY,91177.4,,120015.5,,43325272.0,,-31294.333333333332,-131989.0,,14758.333333333334,-510626.25,25051.5,0.25848455695334893,-5.2687064646827535,1.9960257629763831,,-1.0490603450175153,,,True,High Risk,1
0001065280-25-000176,1065280,NETFLIX INC,US,CA,LOS GATOS,2025-04-18 16:03:00.0,10-Q,20250331.0,2025.0,Q1,757199000.0,,2258031000.0,,,,2500860500.0,968741090.9090909,3412341650.0,,4534783225.0,52859009000.0,0.21362456436031535,0.01832688711415477,0.018593232958875917,,10.656347476234656,0.2838933466433793,0.06455553584063599,True,High Risk,1
0001065696-25-000028,1065696,LKQ CORP,US,TN,ANTIOCH,2025-04-24 13:21:00.0,10-Q,20250331.0,2025.0,Q1,1827000000.0,,363500000.0,,1557000000.0,,125000000.0,163500000.0,913833333.3333334,8000000.0,6095500000.0,15212000000.0,0.026823066196374375,0.010748093610307652,0.012215166230855435,,1.495611516692642,0.17891665146817434,0.060073187834166014,True,High Risk,1
0001067701-25-000017,1067701,"UNITED RENTALS, INC.",US,CT,STAMFORD,2025-04-23 16:27:00.0,10-Q,20250331.0,2025.0,Q1,888500000.0,2327500000.0,1371000000.0,,,,1227000000.0,530000000.0,1159666666.6666667,,2321454545.4545455,18737666666.666668,0.2283051378446115,0.02828527209008592,0.029693262990802556,2.6195835678109174,7.0715199456975775,0.4570278815751653,0.061889598491452154,True,High Risk,1
0001069202-25-000017,1069202,LENNOX INTERNATIONAL INC,US,TX,RICHARDSON,2025-04-23 12:13:00.0,10-Q,20250331.0,2025.0,Q1,533300000.0,,380850000.0,,1216150000.0,,-29300000.0,122300000.0,407634615.38461536,6450000.0,141853125.0,1731800000.0,0.8621593637785562,0.070620163991223,0.10204422194409679,,11.208402176547045,0.3000235882436194,0.2353820391411337,True,High Risk,1
0001070235-25-000068,1070235,BLACKBERRY LTD,CA,ON,WATERLOO,2025-04-02 17:24:00.0,10-K,20250228.0,2024.0,FY,23950000.0,186200000.0,119950000.0,,,20800000.0,-83066666.66666667,-314533333.3333333,303383333.3333333,30766666.666666668,241850000.0,672650000.0,-1.3005306319343946,-0.4676032607349042,-0.4848671702379117,7.774530271398747,1.781269381848253,-1.0367521837059825,0.45102703238435043,True,High Risk,1
0001070412-25-000059,1070412,CNX RESOURCES CORP,US,PA,CANONSBURG,2025-04-24 14:36:00.0,10-Q,20250331.0,2025.0,Q1,133812500.0,213156000.0,,,,1638000.0,200360500.0,-95432000.0,104159100.0,,1653914100.0,4879845000.0,-0.05770069920801812,-0.019556358859758864,-0.020107742625024166,1.5929453526389539,1.950482736679009,-0.9162137537670736,0.021344755827285497,True,High Risk,1
0001071255-25-000048,1071255,"GOLDEN ENTERTAINMENT, INC.",US,NV,LAS VEGAS,2025-04-25 17:05:00.0,10-K/A,20241231.0,2024.0,FY,20197000.0,5054500.0,32138000.0,,478890000.0,4066666.6666666665,120581333.33333333,129611000.0,370042608.6956522,5956000.0,210552625.0,525784571.4285714,0.6155753223214386,0.24650970576759848,0.256357171980663,0.2502599395949894,1.4971646467412667,0.35025966457446733,0.703791303138158,True,High Risk,1
0001071739-25-000086,1071739,CENTENE CORP,US,MO,ST LOUIS,2025-04-24 20:18:00.0,10-Q,20250331.0,2025.0,Q1,,,,,20596500000.0,173000000.0,527000000.0,1237000000.0,8702700000.0,,27163000000.0,84744500000.0,0.04553988881934985,0.01459681749258064,,,2.1198505319736407,0.14213979569558874,0.10269339013151296,True,High Risk,1
0001075531-25-000024,1075531,BOOKING HOLDINGS INC.,US,CT,NORWALK,2025-04-29 17:11:00.0,10-Q,20250331.0,2025.0,Q1,3558000000.0,,5811500000.0,,,54500000.0,2993500000.0,,2725500000.0,143000000.0,-1190862068.9655173,27449500000.0,,,,,-24.05010858549298,,0.09929142607333467,True,High Risk,1
0001077183-25-000076,1077183,NEOGENOMICS INC,US,FL,FORT MYERS,2025-04-29 16:07:00.0,10-Q,20250331.0,2025.0,Q1,18909000.0,150874000.0,,,1234049500.0,5574666.666666667,-25621000.0,-26492000.0,,4632000.0,365555500.0,1619734000.0,-0.07247052773108324,-0.016355771997130394,-0.01654896693892212,7.978951821883759,3.4308839560613915,,,True,High Risk,1
0001077428-25-000078,1077428,TEXAS CAPITAL BANCSHARES INC/TX,US,TX,DALLAS,2025-04-17 16:06:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,48094000.0,36594500.0,,7094666.666666667,631846725.0,25702544000.0,0.0579167360565175,0.0014237695692690966,,,39.67844776753413,,,True,High Risk,1
0001079973-25-000625,885307,JEWETT CAMERON TRADING CO LTD,US,OR,NORTH PLAINS,2025-04-14 16:06:00.0,10-Q,20250228.0,2025.0,Q2,1771562.0,4652846.0,1521191.0,,,,-1071101.5,-395413.75,7895400.5625,45995.0,12189314.5,27557954.5,-0.03243937548744025,-0.014348443386826842,-0.01533420194391286,2.6264087850157094,1.2608289005915796,-0.05008153124973259,0.28650169091831545,True,High Risk,1
0001079973-25-000641,1935092,"CYBER ENVIRO-TECH, INC.",US,AZ,GILBERT,2025-04-14 17:25:00.0,10-K,20241231.0,2024.0,FY,62593.0,,150691.5,,,85562.5,,-5354544.0,,1487363.0,711137.0,4718206.5,-7.529553377197361,-1.134868514127137,-1.1501264011714032,,5.634736344754948,,,True,High Risk,1
0001079973-25-000651,1788841,MICROMOBILITY.COM INC.,US,NY,NEW YORK,2025-04-15 17:10:00.0,10-K,20241231.0,2024.0,FY,,,97000.0,,,,-22988000.0,-26953500.0,3545250.0,,-17899000.0,4584000.0,1.505866249511146,-5.879908376963351,,,-1.25610369294374,-7.602707848529723,0.7733965968586387,True,High Risk,1
0001079973-25-000655,1616156,"WEWARDS, INC.",US,NV,LAS VEGAS,2025-04-16 15:59:00.0,10-Q,20250228.0,2025.0,Q3,100.0,,,,,,-82190.5,-306932.5,0.0,,-6600142.666666667,742103.5,0.046503919006195216,-0.41359796847744285,-0.41365370918061706,,-1.1124374937753871,,0.0,True,High Risk,1
0001082554-25-000023,1082554,UNITED THERAPEUTICS CORP,US,MD,SILVER SPRING,2025-04-30 06:32:00.0,10-Q,20250331.0,2025.0,Q1,,300650000.0,,,2718300000.0,,418850000.0,314400000.0,,6074193.548387097,2047841666.6666667,7553950000.0,0.15352749439450478,0.04162060908531298,,,2.6887373291392156,,,True,High Risk,1
0001084765-25-000051,1084765,"RESOURCES CONNECTION, INC.",US,TX,DALLAS,2025-04-03 17:24:00.0,10-Q,20250228.0,2025.0,Q3,,104826000.0,,,394136500.0,2828625.0,10451500.0,-37353500.0,,3181875.0,125847222.22222222,443269500.0,-0.29681624544752233,-0.08426814838377104,,,2.522282750248317,,,True,High Risk,1
0001091667-25-000099,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",US,CT,STAMFORD,2025-04-25 07:02:00.0,10-Q,20250331.0,2025.0,Q1,,2118750000.0,,,23461500000.0,,3724000000.0,1161500000.0,3637227272.7272725,218000000.0,15917000000.0,150487000000.0,0.07297229377395238,0.007718274668243768,,,8.45448262863605,0.31933665754383334,0.024169710823707512,True,High Risk,1
0001091818-25-000036,1310488,"BIOFORCE NANOSCIENCES HOLDINGS, INC.",US,VA,VIRGINIA BEACH,2025-04-08 15:52:00.0,10-K,20241231.0,2024.0,FY,,,,,158785264.5,,-53976.0,-481195.0,,,-911349.8333333334,750.0,0.5280025105617144,-641.5933333333334,,,-1.000822955107433,,,True,High Risk,1
0001091818-25-000038,1362516,"CLEARTRONIC, INC.",US,FL,CLEARWATER,2025-04-10 14:29:00.0,10-Q,20241231.0,2025.0,Q1,,265695.5,,,,1250.0,106937.0,-15729.0,786685.5,,938683.375,1240106.0,-0.016756448893110523,-0.012683593176712313,,,0.3211121375192141,-0.01999401285520071,0.6343695619568005,True,High Risk,1
0001091818-25-000042,1444839,BRAVO MULTINATIONAL INC.,US,VA,VIRGINIA BEACH,2025-04-15 12:54:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-154288.5,-2620275.5,,,-496362.6666666667,734.0,5.278953627992435,-3569.8576294277927,,,-1.001478757467658,,,True,High Risk,1
0001092699-25-000038,1092699,SPS COMMERCE INC,US,MN,MINNEAPOLIS,2025-04-24 16:17:00.0,10-Q,20250331.0,2025.0,Q1,9916000.0,57712500.0,14374000.0,,650060000.0,6463000.0,37023500.0,20099500.0,,4620681.818181818,260504250.0,1070140000.0,0.0771561308500725,0.018782121965350326,0.01895778627912592,5.820139169019766,3.1079560122339656,,,True,High Risk,1
0001094285-25-000105,1094285,TELEDYNE TECHNOLOGIES INC,US,CA,THOUSAND OAKS,2025-04-25 18:00:00.0,10-Q,20250331.0,2025.0,Q1,453150000.0,918300000.0,859600000.0,,4400650000.0,30420000.0,266800000.0,92100000.0,,10450000.0,2032286111.1111112,4874833333.333333,0.04531842219285069,0.018892953605251464,0.020829171394001533,2.0264812975835818,1.3986944095524605,,,True,High Risk,1
