adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category
0001013934-22-000004,1013934,"STRATEGIC EDUCATION, INC.",US,VA,HERNDON,2022-02-28 17:03:00.0,10-K,20211231.0,2021.0,FY,,51277000.0,,,1519549000.0,55300000.0,142905000.0,55087000.0,,,1425224000.0,2305880000.0,0.038651468120099015,0.023889794785504882,,,0.6179070798695503,,,True,High Risk
0001014473-22-000007,1014473,VERISIGN INC/CA,US,VA,RESTON,2022-02-18 16:07:00.0,10-K,20211231.0,2021.0,FY,,4642000.0,,,,,730183000.0,,1327576000.0,,-2811000.0,1766910000.0,,,,,-629.5699039487727,,0.751354624740366,True,High Risk
0001014739-22-000009,1014739,"OPTION CARE HEALTH, INC.",US,IL,BANNOCKBURN,2022-02-23 16:10:00.0,10-K,20211231.0,2021.0,FY,279246000.0,328340000.0,,,1129312000.0,32900000.0,208569000.0,-8076000.0,,1900000.0,1175886000.0,2790918000.0,-0.006868012715518341,-0.0028936715446315512,-0.0032153879965218387,1.1758091431927404,1.373459672111072,,,True,High Risk
0001015328-22-000057,1015328,WINTRUST FINANCIAL CORP,US,IL,ROSEMONT,2022-02-25 17:26:00.0,10-K,20211231.0,2021.0,FY,,,,,,11800000.0,38501000.0,29039000.0,315949000.0,16200000.0,-26717000.0,0.0,-1.086910955571359,,,,-1.0,0.09191040326128584,,True,High Risk
0001016178-22-000004,1016178,CARVER BANCORP INC,US,NY,NEW YORK,2022-02-14 09:09:00.0,10-Q,20211231.0,2022.0,Q3,,,,,,,-4439000.0,-976000.0,,,18076000.0,722810000.0,-0.05399424651471565,-0.0013502856905687525,,,38.98727594600575,,,True,High Risk
0001017386-22-000043,1624140,NINE ALLIANCE SCIENCE & TECHNOLOGY GROUP,US,NY,LIVERPOOL,2022-02-07 12:01:00.0,10-Q,20211231.0,2022.0,Q1,6847.0,,,,,,-2000.0,-4445.0,,,52194.0,0.0,-0.08516304556079243,,0.6491894260259968,,-1.0,,,True,High Risk
0001018724-22-000005,1018724,AMAZON COM INC,US,WA,SEATTLE,2022-02-03 18:47:00.0,10-K,20211231.0,2021.0,FY,72539000000.0,20200000000.0,44138000000.0,,,512000000.0,46327000000.0,21331000000.0,0.0,1357000000.0,7000000.0,137476000000.0,3047.285714285714,0.15516162821146964,0.3284876110691901,0.2784708915204235,19638.428571428572,,0.0,True,High Risk
0001019056-22-000203,1074871,"MODULAR MEDICAL, INC.",US,CA,SAN DIEGO,2022-02-14 16:21:00.0,10-Q,20211231.0,2022.0,Q3,,,,,,,-7128787.0,-1870545.0,,,-753.0,751839.0,2484.1235059760957,-2.4879595232489935,,,-999.4581673306773,,,True,High Risk
0001019056-22-000229,1468679,AMERICAN CRYOSTEM CORP,US,NJ,EATONTOWN,2022-02-22 15:52:00.0,10-Q,20211231.0,2022.0,Q1,,83736.0,,,,3531.0,-532435.0,-46034.0,60585.0,,60064.0,1142481.0,-0.7664158231220032,-0.04029301143738933,,,18.021060868407034,-0.7598250392011224,0.05302932827766939,True,High Risk
0001019849-22-000013,1019849,"PENSKE AUTOMOTIVE GROUP, INC.",US,MI,BLOOMFIELD HILLS,2022-02-18 17:06:00.0,10-K,20211231.0,2021.0,FY,767100000.0,,870300000.0,,42200000.0,,,1187800000.0,9613800000.0,17800000.0,-16700000.0,1423100000.0,-71.12574850299401,0.8346567352961843,1.8106707317073172,,-86.21556886227545,0.1235515612973018,6.7555336940482045,True,High Risk
0001020569-22-000035,1020569,IRON MOUNTAIN INC,US,MA,BOSTON,2022-02-24 16:40:00.0,10-K,20211231.0,2021.0,FY,369145000.0,859344000.0,,,4340078000.0,13703000.0,966655000.0,,529203000.0,37674000.0,855952000.0,2911823000.0,,,,2.327930758915873,2.401853141297643,,0.1817428463199858,True,High Risk
0001021635-22-000037,1021635,OGE ENERGY CORP.,US,OK,OKLAHOMA CITY,2022-02-23 17:40:00.0,10-K,20211231.0,2021.0,FY,251500000.0,162000000.0,,,1470800000.0,,681500000.0,350200000.0,0.0,400000.0,1470800000.0,11688000000.0,0.23810171335327712,0.029962354551676933,0.030621256503300835,0.6441351888667992,6.946695675822681,,0.0,True,High Risk
0001022079-22-000027,1022079,QUEST DIAGNOSTICS INC,US,NJ,SECAUCUS,2022-02-28 16:14:00.0,10-K,20211231.0,2021.0,FY,,1438000000.0,460000000.0,,2841000000.0,96000000.0,2005000000.0,858000000.0,,,6444000000.0,13611000000.0,0.13314711359404097,0.06303724928366762,,,1.11219739292365,,,True,High Risk
0001022321-22-000018,1022321,GENESIS ENERGY LP,US,TX,HOUSTON,2022-02-24 16:11:00.0,10-K,20211231.0,2021.0,FY,264316000.0,392465000.0,232623000.0,,,15500000.0,337951000.0,-416678000.0,,173000.0,105266000.0,5905801000.0,-3.9583341249786255,-0.07055401968335878,-0.07385963093050854,1.4848325489187184,55.10359470294302,,,True,High Risk
0001023128-22-000042,1023128,LITHIA MOTORS INC,US,OR,MEDFORD,2022-02-18 16:19:00.0,10-K,20211231.0,2021.0,FY,235400000.0,614000000.0,458300000.0,,58300000.0,,1797200000.0,470300000.0,,16200000.0,-4800000.0,6307000000.0,-97.97916666666667,0.07456794038370065,0.07745898939324067,2.6083262531860663,-1314.9583333333333,,,True,High Risk
0001023731-22-000034,1023731,8X8 INC /DE/,US,CA,CAMPBELL,2022-02-03 16:09:00.0,10-Q,20211231.0,2022.0,Q3,24727000.0,48442000.0,,,,5590000.0,-14865000.0,-120551000.0,,30742000.0,112000.0,755841000.0,-1076.3482142857142,-0.15949253877468939,-0.16488673449010688,1.95907307801189,6747.580357142857,,,True,High Risk
0001024305-22-000009,1024305,COTY INC.,US,NY,NEW YORK,2022-02-08 16:02:00.0,10-Q,20211231.0,2022.0,Q2,1166100000.0,506800000.0,,,,127200000.0,472700000.0,487400000.0,,300000.0,2860700000.0,13434000000.0,0.17037787953997274,0.03628107786214084,0.039729701089836075,0.43461109681845467,3.6960534135001923,,,True,High Risk
0001024725-22-000005,1024725,TENNECO INC,US,IL,LAKE FOREST,2022-02-24 16:06:00.0,10-K,20211231.0,2021.0,FY,,,,,4442000000.0,138000000.0,233000000.0,-334000000.0,,2000000.0,85000000.0,11622000000.0,-3.929411764705882,-0.028738599208397865,,,135.72941176470587,,,True,High Risk
0001025378-22-000041,1025378,W. P. CAREY INC.,US,NY,NEW YORK,2022-02-11 16:27:00.0,10-K,20211231.0,2021.0,FY,,,,,,272000000.0,812077000.0,305243000.0,1172863000.0,100000.0,7581785000.0,15344703000.0,0.04026004430355121,0.01989240195786129,,,1.0238905482020395,0.26025460774191017,0.07643438911786041,True,High Risk
0001025835-22-000011,1025835,ENTERPRISE FINANCIAL SERVICES CORP,US,MO,CLAYTON,2022-02-25 16:50:00.0,10-K,20211231.0,2021.0,FY,,,,,,5500000.0,52985000.0,50016000.0,38883000.0,1777000.0,14977000.0,13537358000.0,3.339520598250651,0.0036946647935291363,,,902.8764772651399,1.2863204999614228,0.0028722738956892474,True,High Risk
0001025996-22-000074,1025996,KILROY REALTY CORP,US,CA,LOS ANGELES,2022-02-10 17:01:00.0,10-K,20211231.0,2021.0,FY,,14386000.0,,,,8000.0,386521000.0,,955040000.0,32800000.0,5440060000.0,10583397000.0,,,,,0.9454559324713331,,0.09023945714216333,True,High Risk
0001026214-22-000031,1026214,FEDERAL HOME LOAN MORTGAGE CORP,US,VA,MCLEAN,2022-02-10 07:58:00.0,10-K,20211231.0,2021.0,FY,,,,,,,907000000.0,5387000000.0,,,-3885000000.0,-181301000000.0,-1.3866151866151866,-0.029713018681639926,,,45.66692406692407,,,True,High Risk
0001028918-22-000015,1028918,PACIFIC PREMIER BANCORP INC,US,CA,IRVINE,2022-02-25 16:34:00.0,10-K,20211231.0,2021.0,FY,,,,,,15936000.0,182690000.0,60351000.0,,10800000.0,2354871000.0,167097000.0,0.02562815542762215,0.36117345015170826,,,-0.9290419729997949,,,True,High Risk
0001031203-22-000007,1031203,GROUP 1 AUTOMOTIVE INC,US,TX,HOUSTON,2022-02-23 16:47:00.0,10-K,20211231.0,2021.0,FY,457800000.0,,258600000.0,,308300000.0,,370900000.0,552100000.0,,10600000.0,292800000.0,5062900000.0,1.8855874316939891,0.10904817397143929,0.11988881891815596,,16.291325136612024,,,True,High Risk
0001031296-22-000013,1031296,FIRSTENERGY CORP,US,OH,AKRON,2022-02-16 16:22:00.0,10-K,20211231.0,2021.0,FY,943000000.0,1203000000.0,,,10238000000.0,,1423000000.0,912000000.0,247000000.0,,-8000000.0,1383000000.0,-114.0,0.6594360086767896,2.0727272727272728,1.2757158006362672,-173.875,3.6923076923076925,0.17859725234996385,True,High Risk
0001032208-22-000007,1032208,SEMPRA ENERGY,US,CA,SAN DIEGO,2022-02-25 15:44:00.0,10-K,20211231.0,2021.0,FY,,2071000000.0,,,,22000000.0,868000000.0,0.0,-85000000.0,14000000.0,-83000000.0,22311000000.0,-0.0,0.0,,,-269.8072289156627,-0.0,-0.0038097799291829143,True,High Risk
0001035002-22-000007,1035002,VALERO ENERGY CORP/TX,US,TX,SAN ANTONIO,2022-02-22 14:55:00.0,10-K,20211231.0,2021.0,FY,12495000000.0,4807000000.0,994000000.0,,6827000000.0,,5531000000.0,2422000000.0,,,-3000000.0,1728000000.0,-807.3333333333334,1.4016203703703705,-0.2249465960806167,0.3847138855542217,-577.0,,,True,High Risk
0001035201-22-000002,1035201,CALIFORNIA WATER SERVICE GROUP,US,CA,SAN JOSE,2022-02-24 16:33:00.0,10-K,20211231.0,2021.0,FY,131725000.0,44025000.0,,,651121000.0,1500000.0,231718000.0,96831000.0,,200000.0,,3623271000.0,,0.02672474678267234,0.027732987049289913,0.3342190168912507,,,,True,High Risk
0001035267-22-000014,1035267,INTUITIVE SURGICAL INC,US,CA,SUNNYVALE,2022-02-03 16:59:00.0,10-K,20211231.0,2021.0,FY,121200000.0,782700000.0,,,6444900000.0,27400000.0,1598200000.0,1060600000.0,,22200000.0,-8700000.0,13555000000.0,-121.9080459770115,0.0782441903356695,0.07895011091426105,6.457920792079208,-1559.0459770114942,,,True,High Risk
0001037038-22-000007,1037038,RALPH LAUREN CORP,US,NY,NEW YORK,2022-02-03 09:00:00.0,10-Q,20211231.0,2022.0,Q3,355900000.0,410700000.0,278100000.0,,2667100000.0,,334600000.0,1200000.0,38600000.0,22000000.0,1300000.0,7887500000.0,0.9230769230769231,0.00015213946117274168,0.00015932869509798715,1.1539758359089631,6066.307692307692,0.031088082901554404,0.004893819334389858,True,High Risk
0001037646-22-000008,1037646,METTLER TOLEDO INTERNATIONAL INC/,US,OH,COLUMBUS,2022-02-11 13:07:00.0,10-K,20211231.0,2021.0,FY,175801000.0,593809000.0,196834000.0,,805140000.0,22500000.0,603450000.0,602739000.0,2405172000.0,,-334925000.0,2560652000.0,-1.799623796372322,0.23538497226487629,0.2527365441279141,3.3777339150516776,-8.645448981115175,0.2506012044045083,0.9392810893475568,True,High Risk
0001037868-22-000009,1037868,AMETEK INC/,US,PA,BERWYN,2022-02-22 13:59:00.0,10-K,20211231.0,2021.0,FY,360370000.0,,443337000.0,,1012526000.0,183600000.0,1160457000.0,861297000.0,,,2676000.0,10357483000.0,321.859865470852,0.08315697935492629,0.08615457282517462,,3869.509342301943,,,True,High Risk
0001037976-22-000006,1037976,JONES LANG LASALLE INC,US,IL,CHICAGO,2022-02-28 14:06:00.0,10-K,20211231.0,2021.0,FY,,1636100000.0,,,2023300000.0,159900000.0,1114700000.0,535300000.0,5607900000.0,200000.0,6184900000.0,147400000.0,0.08654949958770554,3.6316146540027137,,,-0.9761677634238225,0.0954546265090319,38.04545454545455,True,High Risk
0001038133-22-000007,1038133,HESKA CORP,US,CO,LOVELAND,2022-02-28 12:32:00.0,10-K,20211231.0,2021.0,FY,15374000.0,31080000.0,18055000.0,,,1278000.0,-656000.0,-14399000.0,,,435854000.0,399839000.0,-0.03303629196932918,-0.03601199482791824,-0.0374520437491059,2.021594900481332,-0.0826308809830815,,,True,High Risk
0001038357-22-000039,1038357,PIONEER NATURAL RESOURCES CO,US,TX,IRVING,2022-02-22 16:50:00.0,10-K,20211231.0,2021.0,FY,7000000.0,695000000.0,,,,,3115000000.0,-200000000.0,9325000000.0,44000000.0,,36811000000.0,,-0.0054331585667327705,-0.005434191935659168,99.28571428571429,,-0.021447721179624665,0.2533210181739154,True,High Risk
0001039399-22-000014,1039399,FORMFACTOR INC,US,CA,LIVERMORE,2022-02-18 16:02:00.0,10-K,20211231.0,2021.0,FY,57862000.0,107603000.0,50836000.0,,898945000.0,27672000.0,139364000.0,39346000.0,,3951000.0,862897000.0,963217000.0,0.045597562629143454,0.04084853153546916,0.04345919556417096,1.8596488196052676,0.11625953039586416,,,True,High Risk
0001040971-22-000014,1040971,SL GREEN REALTY CORP,US,NY,NEW YORK,2022-02-18 16:08:00.0,10-K,20211231.0,2021.0,FY,,,,,,,376473000.0,283735000.0,1228364000.0,0.0,4909763000.0,17841869000.0,0.05778995849697837,0.01590276220501339,,,2.6339572806263765,0.23098609207042864,0.06884727154985837,True,High Risk
0001041061-22-000009,1041061,YUM BRANDS INC,US,KY,LOUISVILLE,2022-02-22 18:00:00.0,10-K,20211231.0,2021.0,FY,215000000.0,,,,,76000000.0,1315000000.0,1575000000.0,2272000000.0,29000000.0,-2000000.0,2800000000.0,-787.5,0.5625,0.6092843326885881,,-1401.0,0.6932218309859155,0.8114285714285714,True,High Risk
0001042046-22-000010,1042046,AMERICAN FINANCIAL GROUP INC,US,OH,CINCINNATI,2022-02-25 15:48:00.0,10-K,20211231.0,2021.0,FY,,,,,1281000000.0,6000000.0,483000000.0,897000000.0,1049000000.0,16000000.0,2893000000.0,787000000.0,0.31005876253024545,1.1397712833545108,,,-0.7279640511579675,0.8551000953288846,1.3329097839898347,True,High Risk
0001042776-22-000061,1042776,"PIEDMONT OFFICE REALTY TRUST, INC.",US,GA,ATLANTA,2022-02-17 16:35:00.0,10-K,20211231.0,2021.0,FY,,,,,3693996000.0,78657000.0,193284000.0,229261000.0,98330000.0,9700000.0,1785794000.0,3739810000.0,0.12838042909764508,0.061302846936074296,,,1.0942001149068705,2.331546832096003,0.026292779579711267,True,High Risk
0001043277-22-000006,1043277,"C. H. ROBINSON WORLDWIDE, INC.",US,MN,EDEN PRAIRIE,2022-02-23 14:45:00.0,10-K,20211231.0,2021.0,FY,1813473000.0,,,,673628000.0,25494000.0,94955000.0,506421000.0,,2848000.0,4372833000.0,7028112000.0,0.11581073413962985,0.07205647832590033,0.09711525572527648,,0.6072216798583435,,,True,High Risk
0001043509-22-000004,1043509,SONIC AUTOMOTIVE INC,US,NC,CHARLOTTE,2022-02-25 16:11:00.0,10-K,20211231.0,2021.0,FY,133300000.0,,,,790200000.0,,170800000.0,144100000.0,,10800000.0,600000.0,4975100000.0,240.16666666666666,0.02896424192478543,0.029761658887190713,,8290.833333333334,,,True,High Risk
0001043604-22-000017,1043604,JUNIPER NETWORKS INC,US,CA,SUNNYVALE,2022-02-11 17:01:00.0,10-K,20211231.0,2021.0,FY,277000000.0,994400000.0,,,,34700000.0,528900000.0,345000000.0,,31400000.0,-900000.0,9378300000.0,-383.3333333333333,0.03678705095806276,0.037906672673134606,3.5898916967509025,-10421.333333333334,,,True,High Risk
0001045450-22-000038,1045450,EPR PROPERTIES,US,MO,KANSAS CITY,2022-02-23 10:01:00.0,10-K,20211231.0,2021.0,FY,,,,,,,306925000.0,98606000.0,414661000.0,2200000.0,,529755000.0,,0.18613510018782267,,,,0.23779906960143346,0.7827410784230446,True,High Risk
0001046025-22-000031,1046025,HERITAGE FINANCIAL CORP /WA/,US,WA,OLYMPIA,2022-02-24 18:11:00.0,10-K,20211231.0,2021.0,FY,,,,,,4001000.0,92490000.0,46570000.0,,2800000.0,9396000.0,875983000.0,4.9563644103873985,0.05316313216124057,,,92.22935291613453,,,True,High Risk
0001046311-22-000009,1046311,CHOICE HOTELS INTERNATIONAL INC /DE,US,MD,ROCKVILLE,2022-02-24 17:20:00.0,10-K,20211231.0,2021.0,FY,81169000.0,149921000.0,78920000.0,,233921000.0,19400000.0,110061000.0,288957000.0,45740000.0,7241000.0,-5752000.0,1587333000.0,-50.235917941585534,0.18203930744210572,0.19184962593714894,1.8470228781924134,-276.961926286509,6.317380848272847,0.02881562973868747,True,High Risk
0001046327-22-000016,1046327,REALNETWORKS INC,US,WA,SEATTLE,2022-02-25 16:03:00.0,10-K,20211231.0,2021.0,FY,2750000.0,10229000.0,,,,,-15041000.0,-4852000.0,17600000.0,1420000.0,46073000.0,81756000.0,-0.105311136674408,-0.05934732619012672,-0.06141305723615928,3.7196363636363636,0.7744883120265665,-0.2756818181818182,0.21527471989823377,True,High Risk
0001047127-22-000006,1047127,"AMKOR TECHNOLOGY, INC.",US,AZ,TEMPE,2022-02-18 14:54:00.0,10-K,20211231.0,2021.0,FY,636434000.0,962643000.0,422892000.0,,,,563850000.0,120888000.0,,6900000.0,2942276000.0,6038554000.0,0.04108656020033471,0.020019362251293936,0.0223778812762397,1.5125574686456098,1.0523411127983915,,,True,High Risk
0001047340-22-000022,1047340,FRESH DEL MONTE PRODUCE INC,US,FL,CORAL GABLES,2022-02-23 16:12:00.0,10-K,20211231.0,2021.0,FY,,359000000.0,45700000.0,,541000000.0,7600000.0,128500000.0,66500000.0,534400000.0,1000000.0,1728000000.0,96000000.0,0.038483796296296294,0.6927083333333334,,,-0.9444444444444444,0.12443862275449102,5.566666666666666,True,High Risk
0001047862-22-000039,1047862,CONSOLIDATED EDISON INC,US,NY,NEW YORK,2022-02-17 17:05:00.0,10-K,20211231.0,2021.0,FY,1285000000.0,1595000000.0,,,,99000000.0,1029000000.0,1343000000.0,13676000000.0,1000000.0,589000000.0,58079000000.0,2.2801358234295415,0.023123676371838358,0.023646864105363243,1.2412451361867705,97.60611205432937,0.09820122842936531,0.23547237383563766,True,High Risk
0001048268-22-000026,1048268,"IES HOLDINGS, INC.",US,TX,HOUSTON,2022-02-02 07:50:00.0,10-Q,20211231.0,2022.0,Q1,,294789000.0,,,,,-24463000.0,14464000.0,241776000.0,96000.0,201219000.0,338824000.0,0.071881879941755,0.04268882959884778,,,0.6838568922417864,0.05982396929389187,0.7135740089249876,True,High Risk
0001048477-22-000012,1048477,BIOMARIN PHARMACEUTICAL INC,US,CA,NOVATO,2022-02-25 13:40:00.0,10-K,20211231.0,2021.0,FY,,448351000.0,,,5191502000.0,,85365000.0,-64080000.0,,159865000.0,-1720709000.0,5848020000.0,0.03724046308818051,-0.010957554864723445,,,-4.398610688966002,,,True,High Risk
0001048695-22-000007,1048695,"F5, INC.",US,WA,SEATTLE,2022-02-04 13:11:00.0,10-Q,20211231.0,2022.0,Q1,58253000.0,419282000.0,341487000.0,,,,137363000.0,87678000.0,,,,5086908000.0,,0.017236010558869946,0.017435676140041424,7.197603556898357,,,,True,High Risk
0001049521-22-000010,1049521,MERCURY SYSTEMS INC,US,MA,ANDOVER,2022-02-08 16:10:00.0,10-Q,20211231.0,2022.0,Q2,47951000.0,128807000.0,24652000.0,,,15374000.0,46868000.0,-2639000.0,112140000.0,664000.0,1109434000.0,2230774000.0,-0.0023786903952826397,-0.0011829974708329933,-0.0012089848787556296,2.6862213509624406,1.0107315982744354,-0.023533083645443195,0.05026954769958768,True,High Risk
0001049782-22-000011,1049782,BROOKLINE BANCORP INC,US,MA,BOSTON,2022-02-25 14:01:00.0,10-K,20211231.0,2021.0,FY,,,,,737178000.0,1663000.0,112488000.0,87717000.0,,2600000.0,-11523000.0,8602622000.0,-7.612340536318667,0.010196542403002247,,,-747.5609650264688,,,True,High Risk
0001050797-22-000012,1050797,COLUMBIA SPORTSWEAR CO,US,OR,PORTLAND,2022-02-24 16:12:00.0,10-K,20211231.0,2021.0,FY,283349000.0,265731000.0,257278000.0,,,1700000.0,285452000.0,,,11600000.0,1989252000.0,2836571000.0,,,,0.9378222615925943,0.425948547494234,,,True,High Risk
0001050915-22-000008,1050915,"QUANTA SERVICES, INC.",US,TX,HOUSTON,2022-02-25 17:10:00.0,10-K,20211231.0,2021.0,FY,,2716083000.0,,,2615410000.0,62091000.0,1115977000.0,485956000.0,,9400000.0,5112301000.0,12855189000.0,0.09505621832517296,0.03780232247071591,,,1.5145602733485373,,,True,High Risk
0001051470-22-000019,1051470,CROWN CASTLE INTERNATIONAL CORP,US,TX,HOUSTON,2022-02-22 16:17:00.0,10-K,20211231.0,2021.0,FY,230000000.0,543000000.0,,,,439000000.0,2698000000.0,,6340000000.0,116000000.0,,711000000.0,,,,2.360869565217391,,,8.917018284106891,True,High Risk
0001051512-22-000013,1051512,TELEPHONE & DATA SYSTEMS INC /DE/,US,IL,CHICAGO,2022-02-17 16:47:00.0,10-K,20211231.0,2021.0,FY,,638000000.0,,,,26000000.0,1103000000.0,226000000.0,7127000000.0,44000000.0,4804000000.0,12525000000.0,0.04704412989175687,0.018043912175648703,,,1.607202331390508,0.03171039708152098,0.5690219560878244,True,High Risk
0001052918-22-000024,1288750,TIMBERLINE RESOURCES CORP,US,ID,COEUR D'ALENE,2022-02-14 11:12:00.0,10-Q,20211231.0,2022.0,Q1,289684.0,,23749.0,,,,-1506423.0,-1624224.0,,,17146262.0,16318608.0,-0.09472758552272209,-0.09953201890749505,-0.10133081921157028,,-0.048270229394605076,,,True,High Risk
0001053507-22-000017,1053507,AMERICAN TOWER CORP /MA/,US,MA,BOSTON,2022-02-24 17:52:00.0,10-K,20211231.0,2021.0,FY,139100000.0,728900000.0,1043700000.0,,,1200000000.0,3752600000.0,,605500000.0,,5081200000.0,87200000.0,,,,5.240115025161754,-0.9828386995197985,,6.943807339449541,True,High Risk
0001055160-22-000005,1055160,"MFA FINANCIAL, INC.",US,NY,NEW YORK,2022-02-23 16:44:00.0,10-K,20211231.0,2021.0,FY,,,,,,0.0,215775000.0,328870000.0,,6592000.0,3383952000.0,6932300000.0,0.09718518465982968,0.047440243497829,,,1.0485810673437448,,,True,High Risk
0001056288-22-000010,1056288,"FEDERATED HERMES, INC.",US,PA,PITTSBURGH,2022-02-25 16:17:00.0,10-K,20211231.0,2021.0,FY,,65317000.0,,,,7500000.0,373241000.0,326364000.0,,9400000.0,-281032000.0,12100000.0,-1.16130547410971,26.972231404958677,,,-1.0430555950923739,,,True,High Risk
0001056903-22-000022,1056903,AMERICAN STATES WATER CO,US,CA,SAN DIMAS,2022-02-22 16:33:00.0,10-K,20211231.0,2021.0,FY,63788000.0,31870000.0,,,,700000.0,96628000.0,86425000.0,18377000.0,2566000.0,558223000.0,864144000.0,0.1548216393806776,0.10001226647410617,0.10798319747712268,0.4996237536840785,0.5480265055363179,4.702889481416989,0.02126613157066415,True,High Risk
0001057352-22-000027,1057352,"COSTAR GROUP, INC.",US,DC,WASHINGTON,2022-02-23 16:40:00.0,10-K,20211231.0,2021.0,FY,15732000.0,124817000.0,110305000.0,,,74817000.0,486106000.0,292564000.0,,8000000.0,2416530000.0,6915420000.0,0.12106781211075385,0.04230603491906493,0.04240249704044589,7.933956267480295,1.8617149383620315,,,True,High Risk
0001057877-22-000014,1057877,IDACORP INC,US,ID,BOISE,2022-02-17 08:02:00.0,10-K,20211231.0,2021.0,FY,120476000.0,78819000.0,,,712258000.0,,388131000.0,232854000.0,,8497000.0,2464628000.0,-62323000.0,0.09447835535423602,-3.7362450459701875,-1.2738253491539888,0.654229888110495,-1.0252869804286895,,,True,High Risk
0001058090-22-000011,1058090,CHIPOTLE MEXICAN GRILL INC,US,CA,NEWPORT BEACH,2022-02-11 15:37:00.0,10-K,20211231.0,2021.0,FY,121990000.0,99599000.0,173052000.0,,1729312000.0,,663847000.0,0.0,5920545000.0,63050000.0,-5354000.0,6652958000.0,-0.0,0.0,0.0,0.816452168210509,-1243.614493836384,0.0,0.8899116753780799,True,High Risk
0001058290-22-000023,1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,US,NJ,TEANECK,2022-02-16 16:13:00.0,10-K,20211231.0,2021.0,FY,361000000.0,1000000.0,,,,182000000.0,2499000000.0,1392000000.0,16783000000.0,163000000.0,6000000.0,17852000000.0,232.0,0.07797445664351334,0.07958378594705849,0.002770083102493075,2974.3333333333335,0.08294107132217124,0.9401187542012099,True,High Risk
