adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Accumulated Depreciation/Amortization
0001193125-25-041730,105016,WATSCO INC,US,FL,COCONUT GROVE,2025-02-28 13:01:00.0,10-K,20241231.0,2024.0,FY,369396000.0,797832000.0,242351000.0,1153459000.0,4709000.0,571964000.0,601167000.0,7274344000.0,28821000.0,2229839000.0,3729182000.0,0.2696010788222827,0.1612061304597093,0.1789301461462129,2.159828476756652,0.6723996665230091,0.0826420911631344,1.950654057645886,False,Low Risk,
0001193125-25-041860,1276520,GENWORTH FINANCIAL INC,US,VA,GLEN ALLEN,2025-02-28 13:58:00.0,10-K,20241231.0,2024.0,FY,,,,11884000000.0,,12000000.0,916000000.0,7495000000.0,10000000.0,7480000000.0,90817000000.0,0.1224598930481283,0.0100862173381635,,,11.141310160427809,0.1222148098732488,0.0825286014732924,True,High Risk,
0001193125-25-042469,1393818,BLACKSTONE INC.,US,NY,NEW YORK,2025-02-28 16:06:00.0,10-K,20241231.0,2024.0,FY,,,,6175190000.0,67097000.0,6336253000.0,1747631000.0,8517673000.0,782090000.0,6816798000.0,309586530000.0,0.2563712464415111,0.0056450485749493,,,44.415241877491454,0.2051770477687979,0.0275130607265115,True,High Risk,
0001193125-25-042589,729986,UNITED BANKSHARES INC/WV,US,WV,CHARLESTON,2025-02-28 16:42:00.0,10-K,20241231.0,2024.0,FY,,,,3181764000.0,5516000.0,760822000.0,379627000.0,311957000.0,9881000.0,4718628000.0,29489380000.0,0.0804528350189928,0.0128733462690636,,,5.249566611311593,1.2169209217937087,0.0105786218631927,True,High Risk,
0001193311-25-000006,1193311,ONCOR ELECTRIC DELIVERY CO LLC,US,TX,DALLAS,2025-02-25 17:14:00.0,10-K,20241231.0,2024.0,FY,,944000000.0,,,76000000.0,1867000000.0,905000000.0,,,,36194000000.0,,0.0250041443333149,,,,,,True,High Risk,
0001200375-25-000003,1200375,"CODEXIS, INC.",US,CA,REDWOOD CITY,2025-02-27 16:20:00.0,10-K,20241231.0,2024.0,FY,5947000.0,,4735000.0,,,11284000.0,-33592000.0,,1000000.0,164391000.0,136561000.0,-0.2043420868539032,-0.2459853105938005,-0.2571852940726109,,-0.1692915062260099,,,True,High Risk,
0001206264-25-000058,1206264,SOMNIGROUP INTERNATIONAL INC.,US,KY,LEXINGTON,2025-02-28 16:06:00.0,10-K,20241231.0,2024.0,FY,311300000.0,431400000.0,427100000.0,558700000.0,15700000.0,,455700000.0,317400000.0,53100000.0,,4553900000.0,,0.1000680735194009,0.1074105501343515,1.385801477674269,,1.4357277882797732,0.0696985001866532,True,High Risk,
0001212545-25-000090,1212545,WESTERN ALLIANCE BANCORPORATION,US,AZ,PHOENIX,2025-02-25 16:42:00.0,10-K,20241231.0,2024.0,FY,,,,,10400000.0,2245300000.0,1057300000.0,264700000.0,0.0,4962600000.0,70862000000.0,0.2130536412364486,0.0149205498010217,,,13.279208479426106,3.994333207404609,0.0037354294262086,True,High Risk,
0001213900-25-010145,1860484,RELATIVITY ACQUISITION CORP,US,NV,LAS VEGAS,2025-02-04 17:20:00.0,10-Q,20240331.0,2024.0,Q1,,,1595283.0,,,-515131.0,-1301763.0,,,239061.0,1764813.0,-5.445317303951711,-0.737620926409767,,,6.382270633854958,,,True,High Risk,
0001213900-25-011052,1490349,PHENIXFIN CORP,US,NY,NEW YORK,2025-02-07 06:21:00.0,10-Q,20241231.0,2025.0,Q1,,,,704909588.0,,6754326.0,4533839.0,,,146705535.0,302751813.0,0.0309043486327901,0.0149754313775158,,,1.0636700108145205,,,True,High Risk,
0001213900-25-011305,1882198,ATHENA TECHNOLOGY ACQUISITION CORP. II,US,NY,NEW YORK,2025-02-07 16:05:00.0,10-Q,20240930.0,2024.0,Q3,,,,,,-806662.0,1706425.0,,,-8769272.0,26332418.0,-0.1945914096403897,0.0648032018935746,,,-4.002805478037401,,,True,High Risk,
0001213900-25-011327,1963685,RICHTECH ROBOTICS INC.,US,NV,LAS VEGAS,2025-02-07 16:18:00.0,10-K/A,20240930.0,2024.0,FY,1126000.0,5576000.0,59000.0,4602000.0,0.0,-2896000.0,-339000.0,8759000.0,,2918000.0,7853000.0,-0.1161754626456477,-0.0431682159684197,-0.0503939348892522,4.952042628774422,1.6912268677176148,-0.0387030482931841,1.1153699223226792,True,High Risk,
0001213900-25-011336,1948455,ISPIRE TECHNOLOGY INC.,US,CA,LOS ANGELES,2025-02-07 16:30:00.0,10-Q,20241231.0,2025.0,Q2,3779723.0,59734765.0,1012353.0,,4615.0,-20232049.0,-3991912.0,41685561.0,1882921.0,31469910.0,122640966.0,-0.1268485356329268,-0.0325495805373874,-0.0335846395279578,15.804006007847663,2.897086645624344,-0.0957624631704009,0.3398991573500815,True,High Risk,
0001213900-25-011338,1807166,AMESITE INC.,US,MI,ANN ARBOR,2025-02-07 16:31:00.0,10-Q,20241231.0,2025.0,Q2,48907.0,30060.0,,,,-1577832.0,-890693.0,41443.0,48000.0,6084425.0,3314177.0,-0.1463890178611783,-0.2687523931280677,-0.2727777488538467,0.6146359416852394,-0.4553015280819469,-21.4920010616992,0.0125047636260827,True,High Risk,
0001213900-25-011506,1481028,"SUNHYDROGEN, INC.",US,IA,CORALVILLE,2025-02-10 08:01:00.0,10-Q,20241231.0,2025.0,Q2,,,211750.0,,3369.0,-948952.0,-448112.0,,144963.0,49739681.0,43367816.0,-0.0090091450325143,-0.0103328237695898,,,-0.1281042594543378,,,True,High Risk,
0001213900-25-011694,1787518,NUKKLEUS INC.,US,NJ,JERSEY CITY,2025-02-10 14:55:00.0,10-K,20240930.0,2024.0,FY,138666.0,,,,2380115.0,-1232382.0,-17428428.0,21297642.0,370878.0,10890580.0,3352625.0,-1.600321378659355,-5.198442414525931,-5.422728790255259,,-0.6921536777655551,-0.8183266485557416,6.352527347973603,True,High Risk,
0001213900-25-011872,1872525,"STRAN & COMPANY, INC.",US,MA,QUINCY,2025-02-10 19:11:00.0,10-Q,20240331.0,2024.0,Q1,,11612000.0,,,56000.0,-3620000.0,-484000.0,15971000.0,27000.0,35719000.0,49036000.0,-0.0135502113720988,-0.00987029937189,,,0.3728267868641339,-0.0303049276814225,0.3256994860918509,True,High Risk,
0001213900-25-011877,1872525,"STRAN & COMPANY, INC.",US,MA,QUINCY,2025-02-10 19:29:00.0,10-Q,20240630.0,2024.0,Q2,,16223000.0,,,67000.0,3739000.0,-484000.0,17415000.0,110000.0,35719000.0,49036000.0,-0.0135502113720988,-0.00987029937189,,,0.3728267868641339,-0.0277921332184898,0.3551472387633575,True,High Risk,
0001213900-25-012068,1828805,"AELUMA, INC.",US,CA,GOLETA,2025-02-11 13:01:00.0,10-Q,20241231.0,2025.0,Q2,317237.0,60004.0,,,,-2480345.0,-1128520.0,262992.0,135919.0,6110290.0,3844047.0,-0.1846917249426786,-0.2935760150695348,-0.3199832142928028,0.1891456545106655,-0.3708895977114015,-4.291081097523879,0.0684153965859418,True,High Risk,
0001213900-25-012199,50292,IEH CORP,US,NY,BROOKLYN,2025-02-11 16:05:00.0,10-Q,20241231.0,2025.0,Q3,781082.0,3913731.0,,7966074.0,,-3332087.0,-1315902.0,5107757.0,,24316570.0,26913454.0,-0.0541154447358324,-0.0488938357744791,-0.0503552452108059,5.010653170857862,0.1067948316723945,-0.25762815263138,0.1897845218974866,True,High Risk,
0001213900-25-012363,1696558,"JERASH HOLDINGS (US), INC.",US,NY,ROCHESTER,2025-02-11 21:00:00.0,10-Q,20241231.0,2025.0,Q3,6340237.0,5417513.0,4175843.0,,,7866954.0,220713.0,27520121.0,,64386322.0,80245566.0,0.003427948563361,0.002750469726888,0.00298642875942,0.85446537724063,0.2463138677186747,0.0080200592141291,0.3429488054206011,True,High Risk,
0001213900-25-012511,1500198,NEUROONE MEDICAL TECHNOLOGIES CORP,US,MN,EDEN PRAIRIE,2025-02-12 08:31:00.0,10-Q,20241231.0,2025.0,Q1,1029206.0,176636.0,1184014.0,,5579.0,-3809391.0,-3344900.0,977649.0,308638.0,6249404.0,5369940.0,-0.5352350400134157,-0.6228933656614413,-0.7705839611457417,0.1716235622411839,-0.1407276597896375,-3.4213710646663578,0.1820595760846489,True,High Risk,
0001213900-25-013063,1728328,INMED PHARMACEUTICALS INC.,CA,BC,VANCOUVER,2025-02-12 17:31:00.0,10-Q,20241231.0,2025.0,Q2,,352838.0,,35368899.0,40993.0,-4022346.0,-2536828.0,1240200.0,18264.0,12089727.0,11822782.0,-0.2098333568657092,-0.2145711559259064,,,-0.0220803166192255,-2.045499113046283,0.1048991684021578,True,High Risk,
0001213900-25-013462,1074871,"MODULAR MEDICAL, INC.",US,CA,SAN DIEGO,2025-02-13 16:01:00.0,10-Q,20241231.0,2025.0,Q3,802000.0,,280000.0,,,-10449000.0,-3737000.0,,11000.0,5076000.0,13807000.0,-0.7362096138691884,-0.270659810241182,-0.2873510188389081,,1.7200551615445232,,,True,High Risk,
0001213900-25-013688,2000640,DAMON INC.,CA,BC,VANCOUVER,2025-02-13 20:17:00.0,10-Q,20241231.0,2025.0,Q2,,93043.0,,,,-8854640.0,-5377191.0,49523.0,153900.0,-24469441.0,1751352.0,0.2197512807914165,-3.0703085387746154,,,-1.0715730285787894,-108.57967005229894,0.0282770111319711,True,High Risk,
0001213900-25-013736,1972529,ARMLOGI HOLDING CORP.,US,CA,WALNUT,2025-02-14 06:02:00.0,10-Q,20241231.0,2025.0,Q2,6003542.0,,,15468864.0,8829.0,3494935.0,3744825.0,42004083.0,,25313614.0,167034856.0,0.1479371930061033,0.0224194224467736,0.0232552595329378,,5.598617487017065,0.0891538329738087,0.2514689688480349,True,High Risk,
0001213900-25-013826,1956741,"CLEANCORE SOLUTIONS, INC.",US,NE,OMAHA,2025-02-14 08:55:00.0,10-Q,20241231.0,2025.0,Q2,176077.0,467286.0,,11040583.0,38499.0,-234156.0,-437294.0,258406.0,44012.0,1746214.0,7481251.0,-0.2504240602812713,-0.0584519888451811,-0.0598608602615078,2.6538730214622013,3.2842692820009463,-1.6922749471761491,0.0345404799277554,True,High Risk,
0001213900-25-013955,1297341,KENTUCKY FIRST FEDERAL BANCORP,US,KY,HAZARD,2025-02-14 11:48:00.0,10-Q,20241231.0,2025.0,Q2,,,,,,-1092000.0,-361000.0,,,50297000.0,374968000.0,-0.0071773664433266,-0.0009627488212327,,,6.455076843549317,,,True,High Risk,
0001213900-25-014137,1610940,AMPLIFY COMMODITY TRUST,US,NJ,SUMMIT,2025-02-14 14:45:00.0,10-Q,20241231.0,2025.0,Q2,,,,,,37061512.0,44789813.0,,,61193899.0,42508308.0,0.7319326555740467,1.053671978663559,,,-0.3053505546361738,,,True,High Risk,
0001213900-25-014221,2013807,FOXX DEVELOPMENT HOLDINGS INC.,US,TX,AUSTIN,2025-02-14 15:54:00.0,10-Q,20241231.0,2025.0,Q2,1396860.0,251894.0,,7024162.0,,-3110955.0,-546831.0,832827.0,200954.0,-571794.0,5374422.0,0.956342668863262,-0.1017469413455065,-0.1374789381032904,0.1803287373108257,-10.399227693889758,-0.6565961478194151,0.1549612218765106,True,High Risk,
0001213900-25-014238,1996192,LAKESIDE HOLDING LTD,US,IL,ITASCA,2025-02-14 16:01:00.0,10-Q,20241231.0,2025.0,Q2,1161858.0,2082152.0,435019.0,642639.0,,257836.0,64224.0,756994.0,,639792.0,9193759.0,0.1003826243529147,0.0069856083893432,0.007996114493941,1.7920881897787853,13.369918661064846,0.0848408309709191,0.082337811987458,True,High Risk,
0001213900-25-014248,1858007,GOLDENSTONE ACQUISITION LTD.,US,NY,FLUSHING,2025-02-14 16:05:00.0,10-Q,20241231.0,2025.0,Q3,,,492826.0,,,-715755.0,289187.0,,,-2097189.0,55829899.0,-0.1378926744322996,0.0051797872677505,,,-27.62130070298862,,,True,High Risk,
0001213900-25-014251,1963685,RICHTECH ROBOTICS INC.,US,NV,LAS VEGAS,2025-02-14 16:06:00.0,10-Q,20241231.0,2025.0,Q1,150000.0,1359000.0,97000.0,,67000.0,-1209000.0,-2748000.0,1106000.0,,41738000.0,42651000.0,-0.0658392831472519,-0.0644299078567911,-0.0646573021811251,9.06,0.0218745507690833,-2.484629294755877,0.0259313966847201,True,High Risk,
0001213900-25-014264,1905956,TREASURE GLOBAL INC,US,NY,NEW YORK,2025-02-14 16:11:00.0,10-Q,20241231.0,2025.0,Q2,22441.0,257470.0,,41171827.0,131834.0,-3089366.0,-2131712.0,6713805.0,,-130332.0,4278585.0,16.35601387226468,-0.4982282693928015,-0.5008552342213985,11.473196381622923,-33.828353742749286,-0.3175117537670516,1.5691648056542058,True,High Risk,
0001213900-25-014276,1593001,"NIGHTFOOD HOLDINGS, INC.",US,NY,TARRYTOWN,2025-02-14 16:16:00.0,10-Q,20241231.0,2025.0,Q2,624716.0,22337.0,,,,-348749.0,-1318933.0,898.0,,-2070262.0,64168.0,0.6370850645956888,-20.55437289614761,2.352934985050344,0.0357554472752418,-1.0309951107637585,-1468.7449888641424,0.0139945143997007,True,High Risk,
0001213900-25-014320,1851484,"CITIUS ONCOLOGY, INC.",US,NJ,CRANFORD,2025-02-14 16:30:00.0,10-Q,20241231.0,2025.0,Q1,3711622.0,,6228612.0,,,,-4727403.0,,1917000.0,25535660.0,84368878.0,-0.1851294620934019,-0.0560325455554831,-0.0586110070493843,,2.303963085348097,,,True,High Risk,
0001213900-25-014321,1506251,"CITIUS PHARMACEUTICALS, INC.",US,NJ,CRANFORD,2025-02-14 16:31:00.0,10-Q,20241231.0,2025.0,Q1,4927211.0,,17027.0,,,-6135310.0,,,3058185.0,70077450.0,116651751.0,,,,,0.6646118116455436,,,True,High Risk,
0001213900-25-014333,1846235,INTERNATIONAL MEDIA ACQUISITION CORP.,US,NJ,NORTH BRUNSWICK,2025-02-14 16:36:00.0,10-Q,20241231.0,2025.0,Q3,,,,,,-614986.0,322616.0,,786848.0,-11052556.0,11393873.0,-0.0291892662656493,0.0283148671220049,,,-2.0308812730738484,,,True,High Risk,
0001213900-25-014428,1944552,ADLAI NORTYE LTD.,US,NJ,NORTH BRUNSWICK,2025-02-14 17:21:00.0,20-F/A,20231231.0,2023.0,FY,,,,,,,,,,,72594000.0,,,,,,,,True,High Risk,
0001213900-25-014503,1839285,"HEALTHCARE TRIANGLE, INC.",US,CA,PLEASANTON,2025-02-14 19:13:00.0,10-K/A,20231231.0,2023.0,FY,1481000.0,5865000.0,442000.0,,2735000.0,-5353000.0,-14358000.0,45886000.0,,14241000.0,13262000.0,-1.00821571518854,-1.0826421354245213,-1.218742042271454,3.960162052667117,-0.0687451723895793,-0.312905897223554,3.459960790227718,True,High Risk,
0001213900-25-014517,1885336,"FORMATION MINERALS, INC.",US,NV,LAS VEGAS,2025-02-14 19:52:00.0,10-Q,20241031.0,2025.0,Q2,,64257.0,,,,-628875.0,-331912.0,59496.0,,2211683.0,548564.0,-0.1500721396330306,-0.6050561101348247,,,-0.7519698799511503,-5.578727981713056,0.108457718698274,True,High Risk,
0001213900-25-014518,1922947,WELLINGS REAL ESTATE INCOME FUND,US,VA,FOREST,2025-02-14 19:57:00.0,10-Q,20241231.0,2025.0,Q3,,,,,,-21126551.0,41914.0,348664.0,,27812757.0,60273540.0,0.0015070062993035,0.0006953963546856,,,1.1671184917050834,0.1202131565059771,0.0057846942456009,True,High Risk,
0001213900-25-015018,1922858,"ECD AUTOMOTIVE DESIGN, INC.",US,MA,HINGHAM,2025-02-18 21:55:00.0,10-K/A,20231231.0,2023.0,FY,698909.0,615555.0,242751.0,,,1496605.0,-2439538.0,9617929.0,,-3880676.0,16958381.0,0.6286373817345225,-0.1438544162912721,-0.1500379594122121,0.8807369772030408,-5.3699553892156935,-0.2536448335187336,0.567149010274035,True,High Risk,
0001213900-25-015053,1676163,"SS INNOVATIONS INTERNATIONAL, INC.",US,FL,FORT LAUDERDALE,2025-02-19 08:15:00.0,10-Q/A,20240331.0,2024.0,Q1,901552.0,1901244.0,,,,-2484722.0,-1313016.0,370120.0,5633147.0,-2678537.0,31515994.0,0.4901989406903843,-0.0416618939577155,-0.0428887777866407,2.108856727066214,-12.766122327225649,-3.5475413379444505,0.0117438783622055,True,High Risk,
0001213900-25-015056,1679379,"NYIAX, INC.",US,NY,NEW YORK,2025-02-19 08:29:00.0,10-Q,20240331.0,2024.0,Q1,,262588.0,,,,-540173.0,-2987985.0,138037.0,,-3228169.0,4244847.0,0.9255974516823624,-0.7039087627893302,,,-2.3149395214438897,-21.64626150959525,0.0325187221117745,True,High Risk,
0001213900-25-015059,1679379,"NYIAX, INC.",US,NY,NEW YORK,2025-02-19 08:33:00.0,10-Q,20240630.0,2024.0,Q2,,262588.0,,,,-1820310.0,-2987985.0,88978.0,,-3228169.0,4244847.0,0.9255974516823624,-0.7039087627893302,,,-2.3149395214438897,-33.58116613095372,0.0209614150992956,True,High Risk,
0001213900-25-015062,1679379,"NYIAX, INC.",US,NY,NEW YORK,2025-02-19 08:37:00.0,10-Q,20240930.0,2024.0,Q3,,262588.0,,,,-2793551.0,-2987985.0,97820.0,136134.0,-3228169.0,4244847.0,0.9255974516823624,-0.7039087627893302,,,-2.3149395214438897,-30.545747290942547,0.0230444112591101,True,High Risk,
0001213900-25-015071,1422892,SINGULARITY FUTURE TECHNOLOGY LTD.,US,NY,NEW YORK,2025-02-19 09:11:00.0,10-Q,20241231.0,2025.0,Q2,,267165.0,1037187.0,,,-5887757.0,,961240.0,247333.0,16001316.0,18728039.0,,,,,0.1704061715923865,,0.0513262493740001,True,High Risk,
0001213900-25-015286,1886362,"MOBILE GLOBAL ESPORTS, INC.",US,CT,WESTPORT,2025-02-19 16:04:00.0,10-Q,20240930.0,2024.0,Q3,94397.0,,,,,-2474935.0,-1844434.0,1579.0,,3103737.0,3421344.0,-0.5942623360162281,-0.5390963317339619,-0.5543923603231431,,0.10233051318459,-1168.102596580114,0.0004615145393155,True,High Risk,
0001213900-25-015289,1282980,"DROR ORTHO-DESIGN, INC.",US,PA,WASHINGTON,2025-02-19 16:05:00.0,10-K,20241231.0,2024.0,FY,106833.0,,,,,-2394162.0,-3567883.0,,2253793.0,596076.0,3464271.0,-5.985617605808655,-1.0299087455917857,-1.0626802341547334,,4.811794133633966,,,True,High Risk,
0001213900-25-015334,1975940,"FLY-E GROUP, INC.",US,NY,QUEENS,2025-02-19 17:00:00.0,10-Q,20241231.0,2025.0,Q3,1180796.0,212804.0,19670.0,,21985.0,1743987.0,440443.0,7428212.0,,2500429.0,28976334.0,0.1761469731794024,0.0152000939801425,0.0158458166918733,0.1802208002059627,10.588545005677023,0.0592932727283497,0.2563544442854641,True,High Risk,
0001213900-25-015354,1679379,"NYIAX, INC.",US,NY,NEW YORK,2025-02-19 17:21:00.0,10-K/A,20231231.0,2023.0,FY,,1972034.0,,,,-5284498.0,-11114179.0,1324305.0,2301735.0,-4019754.0,4571613.0,2.7648903390605493,-2.431128575406536,,,-2.137286759339004,-8.39246170632898,0.2896800319712102,True,High Risk,
0001213900-25-015846,1901203,IRON HORSE ACQUISITIONS CORP.,US,CA,TOLUCA LAKE,2025-02-21 08:02:00.0,10-K,20241231.0,2024.0,FY,87578.0,,70810.0,,,-83200.0,-308792.0,,,-175374.0,69690134.0,1.7607627128308645,-0.0044309284869505,-0.0044365037398913,,-398.3800791451412,,,True,High Risk,
0001213900-25-017068,1029199,"EURONET WORLDWIDE, INC.",US,KS,LEAWOOD,2025-02-25 16:06:00.0,10-K,20241231.0,2024.0,FY,,370600000.0,254800000.0,1311600000.0,27000000.0,748300000.0,231000000.0,3358800000.0,44100000.0,1249900000.0,5403600000.0,0.1848147851828146,0.0427492782589384,,,3.3232258580686453,0.0687745623436941,0.6215856095936043,True,High Risk,
0001213900-25-017541,1860484,RELATIVITY ACQUISITION CORP,US,NV,LAS VEGAS,2025-02-26 18:47:00.0,10-Q,20240630.0,2024.0,Q2,,,1595283.0,,,-1141218.0,-1301763.0,,,239061.0,1764813.0,-5.445317303951711,-0.737620926409767,,,6.382270633854958,,,True,High Risk,
0001213900-25-017817,1099234,"FRANKSPEECH NETWORK, INC.",US,WY,CHEYENNE,2025-02-27 13:19:00.0,10-Q,20181231.0,2018.0,Q1,383119.0,7000.0,,,,-225307.0,-1118499.0,17.0,,-1322573.0,8427.0,0.8456992544078852,-132.72801708793165,2.9851157750899406,0.0182710854851886,-1.0063716709777075,-65794.05882352941,0.0020173252640322,True,High Risk,
0001213900-25-018384,1788028,"JASPER THERAPEUTICS, INC.",US,CA,REDWOOD CITY,2025-02-28 09:21:00.0,10-K,20241231.0,2024.0,FY,4149000.0,,,,,-52067000.0,-64465000.0,,5211000.0,35989000.0,94892000.0,-1.7912417683180972,-0.6793512624878809,-0.7104129244129024,,1.6366945455555864,,,True,High Risk,
0001213900-25-018755,747540,SURGE COMPONENTS INC,US,NY,DEER PARK,2025-02-28 16:01:00.0,10-K,20241130.0,2024.0,FY,3216590.0,6097411.0,735383.0,,,2192899.0,972110.0,36276542.0,,17503463.0,24676655.0,0.0555381526501355,0.039393912991854,0.0452985580425781,1.895613366950715,0.4098155890637184,0.0267972068561551,1.470075340438159,False,Low Risk,
0001214659-25-002118,825324,GOOD TIMES RESTAURANTS INC.,US,CO,GOLDEN,2025-02-06 16:08:00.0,10-Q,20241231.0,2025.0,Q1,3059000.0,,,,3000.0,-252000.0,-556000.0,33157000.0,38000.0,32371000.0,87118000.0,-0.0171758672886225,-0.006382148350513,-0.0066144017892194,,1.6912359828241328,-0.0167687064571583,0.3805987281618035,True,High Risk,
0001214659-25-002360,1141964,PUBLIC CO MANAGEMENT CORP,US,CA,BEVERLY HILLS,2025-02-11 13:39:00.0,10-Q,20241231.0,2025.0,Q1,,,,,,-8201.0,-11516.0,,,-496827.0,100035.0,0.0231790945339122,-0.1151197081021642,,,-1.2013477528395196,,,True,High Risk,
0001214659-25-003503,880631,"WISDOMTREE, INC.",US,NY,NEW YORK,2025-02-26 16:07:00.0,10-K,20241231.0,2024.0,FY,,35473000.0,,,50000.0,55087000.0,50684000.0,301345000.0,10385000.0,269424000.0,944137000.0,0.1881198408456559,0.0536828871233729,,,2.504279499970307,0.1681926031624881,0.3191750773457665,True,High Risk,
0001214659-25-003514,1457919,RIDGEWOOD ENERGY A-1 FUND LLC,US,TX,HOUSTON,2025-02-26 16:40:00.0,10-K,20241231.0,2024.0,FY,43000.0,208000.0,49000.0,,,2437000.0,,3124000.0,,5225000.0,4776000.0,,,,4.837209302325581,-0.0859330143540669,,0.6541038525963149,True,High Risk,
0001214659-25-003515,1315061,RIDGEWOOD ENERGY O FUND LLC,US,TX,HOUSTON,2025-02-26 16:40:00.0,10-K,20241231.0,2024.0,FY,176000.0,640000.0,49000.0,,,6892000.0,,9119000.0,,13393000.0,13162000.0,,,,3.636363636363636,-0.0172478160232957,,0.6928278377146331,True,High Risk,
0001214659-25-003516,1338474,RIDGEWOOD ENERGY Q FUND LLC,US,TX,HOUSTON,2025-02-26 16:40:00.0,10-K,20241231.0,2024.0,FY,59000.0,300000.0,47000.0,,,3902000.0,,4495000.0,,7402000.0,6289000.0,,,,5.084745762711864,-0.1503647662793839,,0.7147400222610908,True,High Risk,
0001214659-25-003517,1352190,RIDGEWOOD ENERGY S FUND LLC,US,TX,HOUSTON,2025-02-26 16:40:00.0,10-K,20241231.0,2024.0,FY,47000.0,222000.0,51000.0,,,2867000.0,,3338000.0,,5794000.0,5143000.0,,,,4.723404255319149,-0.1123576113220573,,0.6490375267353684,True,High Risk,
0001214659-25-003518,1364397,RIDGEWOOD ENERGY T FUND LLC,US,TX,HOUSTON,2025-02-26 16:40:00.0,10-K,20241231.0,2024.0,FY,43000.0,209000.0,50000.0,,,2434000.0,,3137000.0,,5239000.0,4665000.0,,,,4.8604651162790695,-0.1095628936820003,,0.6724544480171489,True,High Risk,
0001214659-25-003519,1377178,RIDGEWOOD ENERGY U FUND LLC,US,TX,HOUSTON,2025-02-26 16:40:00.0,10-K,20241231.0,2024.0,FY,70000.0,271000.0,48000.0,,,2708000.0,,,,4778000.0,6109000.0,,,,3.871428571428571,0.2785684386772708,,,True,High Risk,
0001214659-25-003520,1385662,RIDGEWOOD ENERGY V FUND LLC,US,TX,HOUSTON,2025-02-26 16:40:00.0,10-K,20241231.0,2024.0,FY,51000.0,246000.0,48000.0,,,3038000.0,,3700000.0,,5943000.0,5558000.0,,,,4.823529411764706,-0.0647820965842167,,0.6657070888808924,True,High Risk,
0001214659-25-003521,1409947,RIDGEWOOD ENERGY W FUND LLC,US,TX,HOUSTON,2025-02-26 16:40:00.0,10-K,20241231.0,2024.0,FY,76000.0,381000.0,49000.0,,,4340000.0,,5719000.0,,9139000.0,7602000.0,,,,5.0131578947368425,-0.1681803260750629,,0.7523020257826888,True,High Risk,
0001214659-25-003522,1455741,"RIDGEWOOD ENERGY X FUND, LLC",US,TX,HOUSTON,2025-02-26 16:40:00.0,10-K,20241231.0,2024.0,FY,70000.0,272000.0,47000.0,,,2419000.0,,,,11725000.0,11630000.0,,,,3.8857142857142857,-0.0081023454157782,,,True,High Risk,
0001214659-25-003523,1434070,RIDGEWOOD ENERGY Y FUND LLC,US,TX,HOUSTON,2025-02-26 16:40:00.0,10-K,20241231.0,2024.0,FY,122000.0,558000.0,47000.0,,,5675000.0,,7849000.0,,9842000.0,10635000.0,,,,4.573770491803279,0.0805730542572647,,0.7380347907851434,True,High Risk,
0001217234-25-000012,1217234,"CAREDX, INC.",US,CA,BRISBANE,2025-02-27 17:49:00.0,10-K,20241231.0,2024.0,FY,12872000.0,51061000.0,,946511000.0,6229000.0,-25239000.0,-76613000.0,,46553000.0,465876000.0,466826000.0,-0.1644493384505748,-0.164114680844683,-0.1687682011833798,3.966827221876942,0.0020391692209944,,,True,High Risk,
